epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,97.2687,2.25184,3.65524,1.36684,0.46746,0.03625,0.04683,0.01657,1.98259,4.1638,1.95107,0.000330218,0.000330218,0.0673084
2,118.118,2.01666,2.53705,1.23817,0.35027,0.40786,0.26835,0.12882,1.78477,2.78738,1.49575,0.000659172,0.000659172,0.034304
3,138.551,1.99541,2.24626,1.2309,0.46424,0.43452,0.35679,0.16019,1.91316,2.42278,1.58388,0.000983726,0.000983726,0.00129525
4,159.042,2.01258,2.14542,1.2175,0.33935,0.42941,0.30678,0.13771,1.90804,2.93684,1.57709,0.0009802,0.0009802,0.0009802
5,179.782,2.02778,2.06246,1.22793,0.52772,0.46955,0.45953,0.20731,1.88182,2.34064,1.51101,0.0009736,0.0009736,0.0009736
6,200.574,2.05843,1.98467,1.22059,0.63033,0.4943,0.5062,0.25042,1.80348,2.41614,1.50876,0.000967,0.000967,0.000967
7,222.401,2.03078,1.89869,1.19012,0.5508,0.49009,0.48297,0.22315,1.91352,2.02911,1.61116,0.0009604,0.0009604,0.0009604
8,242.807,1.94862,1.85794,1.20859,0.64233,0.56297,0.58334,0.27842,1.8125,1.88321,1.48616,0.0009538,0.0009538,0.0009538
9,263.569,1.98036,1.7561,1.18148,0.63259,0.54844,0.56556,0.28092,1.80073,1.85012,1.50406,0.0009472,0.0009472,0.0009472
10,283.885,1.93617,1.76709,1.21861,0.66392,0.55592,0.57915,0.262,1.95046,1.89052,1.64097,0.0009406,0.0009406,0.0009406
11,304.564,1.92968,1.74165,1.20047,0.65069,0.58997,0.61073,0.2941,1.79246,1.73984,1.47021,0.000934,0.000934,0.000934
12,324.969,1.90709,1.73757,1.19251,0.65549,0.5904,0.60889,0.28616,1.86155,1.78047,1.53898,0.0009274,0.0009274,0.0009274
13,345.292,1.91388,1.69828,1.17965,0.69474,0.58847,0.61982,0.28811,1.91753,1.7971,1.56533,0.0009208,0.0009208,0.0009208
