epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,32.1704,2.20286,3.06257,1.65276,0.39744,0.23433,0.19899,0.07569,2.06146,2.86405,1.88239,0.000330218,0.000330218,0.0673084
2,50.4084,1.96228,2.14783,1.45961,0.45476,0.37095,0.33114,0.16,1.86281,2.27481,1.69301,0.000659172,0.000659172,0.034304
3,68.9846,1.9244,1.86089,1.45538,0.44255,0.50895,0.38366,0.18574,1.87118,2.23253,1.72771,0.000983726,0.000983726,0.00129525
4,88.5405,1.90611,1.81384,1.44714,0.47719,0.44945,0.4138,0.19096,1.86782,1.99819,1.67586,0.0009802,0.0009802,0.0009802
5,109.128,1.89708,1.77406,1.46943,0.55979,0.46473,0.46,0.21603,1.86479,2.23375,1.68702,0.0009736,0.0009736,0.0009736
6,128.666,1.90198,1.70561,1.43321,0.65574,0.51615,0.54962,0.2604,1.84769,1.8717,1.67714,0.000967,0.000967,0.000967
7,147.861,1.85085,1.64583,1.39865,0.68414,0.56479,0.58848,0.28317,1.79356,1.94472,1.61903,0.0009604,0.0009604,0.0009604
8,166.779,1.80368,1.59569,1.41995,0.7309,0.58554,0.62651,0.32154,1.73033,1.53653,1.59245,0.0009538,0.0009538,0.0009538
9,185.908,1.84574,1.62072,1.39706,0.67738,0.51856,0.55031,0.27967,1.70173,1.57447,1.56147,0.0009472,0.0009472,0.0009472
10,205.573,1.79464,1.57835,1.42535,0.71842,0.56338,0.59437,0.29685,1.8084,1.55029,1.67606,0.0009406,0.0009406,0.0009406
11,220.769,1.78278,1.55003,1.3997,0.73002,0.61443,0.64779,0.31858,1.7315,1.60768,1.55314,0.000934,0.000934,0.000934
12,235.014,1.77147,1.50509,1.3871,0.72936,0.59873,0.64303,0.31896,1.76333,1.50015,1.62014,0.0009274,0.0009274,0.0009274
13,253.073,1.75727,1.4723,1.35861,0.60573,0.53832,0.54858,0.25563,1.80566,1.57763,1.61614,0.0009208,0.0009208,0.0009208
14,272.165,1.78598,1.44558,1.37483,0.76224,0.61692,0.67027,0.31902,1.73513,1.45042,1.55664,0.0009142,0.0009142,0.0009142
15,290.545,1.74296,1.43255,1.34245,0.65626,0.58637,0.56107,0.28024,1.75629,1.45073,1.57765,0.0009076,0.0009076,0.0009076
16,308.707,1.71457,1.37547,1.33592,0.71905,0.59196,0.62339,0.29716,1.7455,1.51101,1.58133,0.000901,0.000901,0.000901
17,326.958,1.76383,1.43313,1.3525,0.79435,0.62964,0.68981,0.35499,1.67751,1.37513,1.53133,0.0008944,0.0008944,0.0008944
18,345.071,1.72782,1.36233,1.33215,0.80213,0.64207,0.70913,0.37947,1.63894,1.38137,1.54015,0.0008878,0.0008878,0.0008878
19,363.189,1.75095,1.38292,1.35318,0.7391,0.59445,0.63743,0.29627,1.79563,1.49706,1.57436,0.0008812,0.0008812,0.0008812
20,381.074,1.66502,1.32188,1.31257,0.80039,0.58879,0.66652,0.34458,1.76121,1.38615,1.63124,0.0008746,0.0008746,0.0008746
21,398.089,1.72903,1.32509,1.31842,0.72142,0.60286,0.61909,0.32592,1.66751,1.38921,1.55264,0.000868,0.000868,0.000868
22,417.491,1.67381,1.315,1.33544,0.81491,0.65024,0.70737,0.34441,1.70609,1.33328,1.54494,0.0008614,0.0008614,0.0008614
23,435.874,1.65986,1.32196,1.33957,0.80129,0.65707,0.7175,0.35743,1.68378,1.30952,1.55207,0.0008548,0.0008548,0.0008548
24,450.459,1.66611,1.31044,1.32704,0.82451,0.64274,0.71491,0.37282,1.67788,1.28981,1.54171,0.0008482,0.0008482,0.0008482
