epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/dis_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/dis_loss,lr/pg0,lr/pg1,lr/pg2
30,1720.87,1.45168,0.93557,1.21974,4.52566,0.87708,0.72533,0.78324,0.43916,1.50281,0.99042,1.50018,0,0.0008086,0.0008086,0.0008086
31,1752.95,1.44414,0.90378,1.19916,4.36412,0.88411,0.72424,0.8027,0.45557,1.52203,0.94491,1.50897,0,0.000802,0.000802,0.000802
32,1784.44,1.42788,0.89143,1.19889,4.41149,0.87157,0.74174,0.79965,0.47211,1.47949,0.93504,1.51587,0,0.0007954,0.0007954,0.0007954
33,1815.94,1.44847,0.90671,1.22064,4.3804,0.86491,0.71307,0.77854,0.4584,1.45685,0.9847,1.4852,0,0.0007888,0.0007888,0.0007888
34,1863.7,1.42868,0.87152,1.19756,4.28048,0.84865,0.68948,0.75182,0.41678,1.50018,1.01118,1.50198,0,0.0007822,0.0007822,0.0007822
35,1923.99,1.41021,0.87202,1.19611,4.19316,0.89144,0.72295,0.79786,0.45676,1.48806,0.92155,1.50175,0,0.0007756,0.0007756,0.0007756
36,1969.26,1.40969,0.86119,1.17752,4.09856,0.88557,0.72583,0.79602,0.46627,1.48217,0.93644,1.51255,0,0.000769,0.000769,0.000769
37,2014.06,1.38802,0.85478,1.1806,4.03943,0.85201,0.73143,0.79212,0.44572,1.46221,0.95166,1.48063,0,0.0007624,0.0007624,0.0007624
38,2045.94,1.4038,0.8478,1.18469,3.98317,0.86263,0.72291,0.78501,0.45264,1.50653,0.98519,1.52148,0,0.0007558,0.0007558,0.0007558
39,2111.15,1.39493,0.82613,1.16203,3.89802,0.8932,0.70877,0.79036,0.4356,1.53423,0.94967,1.5248,0,0.0007492,0.0007492,0.0007492
40,2220.91,1.39473,0.8312,1.17793,3.77311,0.8857,0.73163,0.79535,0.45952,1.45566,0.89037,1.47743,0,0.0007426,0.0007426,0.0007426
41,2297.21,1.41079,0.85257,1.19967,3.74285,0.87221,0.74387,0.80349,0.45672,1.4566,0.90407,1.49306,0,0.000736,0.000736,0.000736
42,2351.56,1.37906,0.82089,1.16386,3.72834,0.87941,0.7379,0.80495,0.44531,1.55076,0.92576,1.57543,0,0.0007294,0.0007294,0.0007294
43,2414.68,1.36913,0.81586,1.15025,3.66205,0.88352,0.7334,0.80104,0.46873,1.48449,0.91028,1.56183,0,0.0007228,0.0007228,0.0007228
44,2476.05,1.36688,0.78446,1.14436,3.56806,0.88343,0.74431,0.80477,0.48034,1.42655,0.88788,1.47162,0,0.0007162,0.0007162,0.0007162
45,2518.15,1.35383,0.78458,1.13747,3.61117,0.86939,0.7456,0.8011,0.4642,1.45995,0.91958,1.51334,0,0.0007096,0.0007096,0.0007096
46,2564.39,1.37039,0.80346,1.15652,3.60073,0.87585,0.73444,0.80429,0.462,1.4453,0.89975,1.48705,0,0.000703,0.000703,0.000703
47,2601.71,1.35301,0.81646,1.16912,3.56711,0.88405,0.72458,0.79501,0.46122,1.4924,0.9043,1.52925,0,0.0006964,0.0006964,0.0006964
48,2688.17,1.30608,0.77542,1.14159,3.38584,0.88114,0.75516,0.80105,0.45568,1.49147,0.91331,1.51816,0,0.0006898,0.0006898,0.0006898
49,2724.37,1.3471,0.77682,1.14962,3.46811,0.90197,0.74601,0.81183,0.46685,1.44983,0.89069,1.46879,0,0.0006832,0.0006832,0.0006832
50,2773.06,1.33791,0.75548,1.11367,3.33598,0.89286,0.75924,0.81655,0.47432,1.42552,0.86521,1.46467,0,0.0006766,0.0006766,0.0006766
51,2966.27,1.34526,0.7792,1.1422,3.45723,0.85809,0.73487,0.79958,0.4603,1.4541,0.89322,1.48547,0,0.00067,0.00067,0.00067
52,3065,1.30151,0.7575,1.13662,3.39448,0.87609,0.73987,0.80354,0.45147,1.55334,0.93655,1.57932,0,0.0006634,0.0006634,0.0006634
53,3096.45,1.31526,0.75133,1.11247,3.25494,0.8797,0.74861,0.79894,0.46209,1.41442,0.86317,1.45486,0,0.0006568,0.0006568,0.0006568
54,3128.38,1.28933,0.73739,1.12289,3.25539,0.85958,0.74046,0.80334,0.46568,1.39444,0.87302,1.44603,0,0.0006502,0.0006502,0.0006502
55,3164.79,1.29073,0.74248,1.12546,3.22975,0.87538,0.75479,0.80974,0.47371,1.45458,0.90102,1.49665,0,0.0006436,0.0006436,0.0006436
56,3203.21,1.27986,0.74336,1.12014,3.17054,0.86602,0.75816,0.80639,0.46095,1.55208,0.92441,1.58039,0,0.000637,0.000637,0.000637
57,3234.49,1.27733,0.74126,1.12896,3.17824,0.86695,0.72864,0.79073,0.4464,1.46837,0.88371,1.49263,0,0.0006304,0.0006304,0.0006304
58,3304.57,1.28904,0.72027,1.11629,3.13793,0.89661,0.74856,0.81336,0.47686,1.39924,0.87394,1.45201,0,0.0006238,0.0006238,0.0006238
59,3336.11,1.30046,0.72748,1.11248,3.13957,0.86642,0.71042,0.78692,0.43667,1.62541,0.95933,1.68624,0,0.0006172,0.0006172,0.0006172
60,3372.13,1.2696,0.71915,1.12402,3.1391,0.88409,0.74687,0.80663,0.47532,1.40997,0.87535,1.46076,0,0.0006106,0.0006106,0.0006106
61,3411.26,1.268,0.71132,1.11843,3.04246,0.88239,0.75998,0.81499,0.49224,1.40208,0.85764,1.45507,0,0.000604,0.000604,0.000604
62,3442.67,1.2518,0.68825,1.09512,2.93048,0.8836,0.74746,0.80798,0.47757,1.40882,0.86733,1.47632,0,0.0005974,0.0005974,0.0005974
63,3553.07,1.26722,0.70607,1.09584,2.96077,0.87518,0.74154,0.80279,0.45613,1.45107,0.89157,1.48161,0,0.0005908,0.0005908,0.0005908
64,3632.36,1.25023,0.68936,1.0922,2.90694,0.88315,0.75883,0.81454,0.4801,1.40501,0.84929,1.45578,0,0.0005842,0.0005842,0.0005842
65,3668.43,1.25545,0.69659,1.10181,2.94719,0.89605,0.75647,0.81716,0.48101,1.37817,0.87666,1.43492,0,0.0005776,0.0005776,0.0005776
66,3699.74,1.24369,0.68329,1.0919,2.84114,0.89437,0.74329,0.8087,0.47028,1.41048,0.8708,1.47092,0,0.000571,0.000571,0.000571
67,3730.89,1.24295,0.69626,1.09802,2.8757,0.89934,0.7539,0.80684,0.45906,1.44413,0.87518,1.48208,0,0.0005644,0.0005644,0.0005644
68,3774.72,1.2105,0.67207,1.09003,2.81973,0.87942,0.74448,0.80165,0.44381,1.49701,0.87297,1.51187,0,0.0005578,0.0005578,0.0005578
69,3805.96,1.23863,0.68703,1.09825,2.81901,0.87935,0.75114,0.80633,0.47778,1.40686,0.83977,1.47396,0,0.0005512,0.0005512,0.0005512
70,3837.39,1.25683,0.68684,1.10981,2.83929,0.8922,0.73895,0.80218,0.46825,1.41191,0.87384,1.46675,0,0.0005446,0.0005446,0.0005446
71,3868.86,1.2199,0.68685,1.0893,2.79463,0.88789,0.7649,0.81635,0.47895,1.408,0.85506,1.46909,0,0.000538,0.000538,0.000538
72,3900.51,1.22636,0.67598,1.09732,2.77473,0.89514,0.76598,0.82362,0.49088,1.38342,0.86083,1.4417,0,0.0005314,0.0005314,0.0005314
73,3931.92,1.23131,0.66238,1.0788,2.69813,0.89354,0.74707,0.80893,0.47826,1.41178,0.87613,1.46517,0,0.0005248,0.0005248,0.0005248
74,3964.57,1.23921,0.66913,1.08648,2.66269,0.88479,0.76807,0.82295,0.49071,1.37571,0.86342,1.42899,0,0.0005182,0.0005182,0.0005182
75,4004.44,1.21284,0.65849,1.07876,2.65647,0.89064,0.75877,0.81769,0.49161,1.35848,0.84811,1.42409,0,0.0005116,0.0005116,0.0005116
76,4035.48,1.1832,0.66117,1.1036,2.67459,0.90554,0.76884,0.82632,0.49789,1.35353,0.84203,1.42477,0,0.000505,0.000505,0.000505
77,4067.03,1.19145,0.64069,1.06162,2.60101,0.89939,0.75133,0.80758,0.47097,1.38985,0.88472,1.41862,0,0.0004984,0.0004984,0.0004984
78,4172.65,1.2341,0.65061,1.06243,2.58154,0.89699,0.77828,0.83055,0.49153,1.37334,0.84696,1.45472,0,0.0004918,0.0004918,0.0004918
79,4222.55,1.22718,0.64161,1.06193,2.62195,0.89069,0.77845,0.82902,0.48477,1.46651,0.8646,1.5519,0,0.0004852,0.0004852,0.0004852
80,4254.94,1.22193,0.65114,1.07362,2.58912,0.89711,0.76752,0.82146,0.50018,1.35803,0.83165,1.43035,0,0.0004786,0.0004786,0.0004786
81,4288.32,1.1973,0.64137,1.06126,2.51979,0.9119,0.76811,0.82319,0.50213,1.37234,0.84301,1.4501,0,0.000472,0.000472,0.000472
82,4326.21,1.18542,0.63853,1.08164,2.56265,0.89748,0.76486,0.82312,0.49282,1.35093,0.84719,1.43138,0,0.0004654,0.0004654,0.0004654
83,4357.4,1.18979,0.64029,1.07709,2.54398,0.91396,0.76592,0.8234,0.48065,1.402,0.84317,1.45442,0,0.0004588,0.0004588,0.0004588
84,4388.55,1.17287,0.62928,1.06215,2.55393,0.8965,0.77283,0.82652,0.49954,1.35734,0.84315,1.43083,0,0.0004522,0.0004522,0.0004522
85,4425.73,1.18178,0.61781,1.07309,2.50192,0.90856,0.77273,0.82689,0.50052,1.35391,0.82741,1.4361,0,0.0004456,0.0004456,0.0004456
86,4473.75,1.17956,0.62738,1.05767,2.47702,0.90311,0.77131,0.82887,0.48551,1.42527,0.8667,1.49847,0,0.000439,0.000439,0.000439
87,4507.03,1.20722,0.63673,1.07882,2.45409,0.89989,0.76568,0.81945,0.49326,1.33277,0.84802,1.40941,0,0.0004324,0.0004324,0.0004324
88,4558.24,1.17715,0.63746,1.0601,2.41291,0.90241,0.76654,0.81686,0.48386,1.38503,0.84271,1.45807,0,0.0004258,0.0004258,0.0004258
89,4595.7,1.14611,0.60277,1.0473,2.40857,0.89413,0.76866,0.81705,0.49283,1.36894,0.85286,1.43467,0,0.0004192,0.0004192,0.0004192
90,4636.94,1.20507,0.64878,1.05846,2.45904,0.91699,0.76725,0.83048,0.50198,1.38277,0.82036,1.46553,0,0.0004126,0.0004126,0.0004126
91,4673.31,1.18148,0.61656,1.0593,2.4474,0.90485,0.75964,0.81625,0.48654,1.36482,0.84958,1.44026,0,0.000406,0.000406,0.000406
92,4707.61,1.16661,0.61288,1.05428,2.36111,0.89902,0.77617,0.83156,0.49803,1.35904,0.83865,1.45351,0,0.0003994,0.0003994,0.0003994
93,4775.15,1.13919,0.59681,1.04071,2.32302,0.90706,0.76892,0.82206,0.49213,1.34842,0.83746,1.42047,0,0.0003928,0.0003928,0.0003928
94,4834.06,1.1466,0.6205,1.05533,2.40025,0.90041,0.75848,0.81291,0.46065,1.44797,0.85216,1.4824,0,0.0003862,0.0003862,0.0003862
95,4871,1.1852,0.63455,1.0734,2.37699,0.91392,0.77236,0.82334,0.49677,1.32813,0.84672,1.41019,0,0.0003796,0.0003796,0.0003796
96,4917.07,1.17828,0.61133,1.05876,2.40208,0.91505,0.76709,0.8256,0.50402,1.33008,0.82099,1.43053,0,0.000373,0.000373,0.000373
97,4948.45,1.17343,0.60892,1.0711,2.29512,0.89859,0.7586,0.81491,0.48579,1.36376,0.83364,1.44743,0,0.0003664,0.0003664,0.0003664
98,5067.53,1.16098,0.59912,1.04489,2.28241,0.91693,0.76625,0.82146,0.50454,1.32428,0.84546,1.42053,0,0.0003598,0.0003598,0.0003598
99,5098.65,1.16209,0.60331,1.03751,2.28249,0.90536,0.77692,0.82847,0.50436,1.33513,0.82055,1.4352,0,0.0003532,0.0003532,0.0003532
100,5131.68,1.14205,0.60162,1.03922,2.2946,0.90737,0.77027,0.81871,0.48051,1.40621,0.82046,1.4773,0,0.0003466,0.0003466,0.0003466
101,5163.06,1.15609,0.60392,1.04981,2.24052,0.90687,0.77186,0.82275,0.48786,1.38707,0.84581,1.45725,0,0.00034,0.00034,0.00034
102,5194.34,1.13105,0.58034,1.03751,2.23874,0.918,0.77424,0.82896,0.48955,1.37766,0.83681,1.43401,0,0.0003334,0.0003334,0.0003334
103,5226.44,1.13294,0.58431,1.02977,2.23372,0.90466,0.77626,0.83173,0.50273,1.34216,0.82812,1.43027,0,0.0003268,0.0003268,0.0003268
104,5258.03,1.11117,0.57236,1.02794,2.17813,0.91364,0.77382,0.82568,0.49404,1.35818,0.84635,1.42932,0,0.0003202,0.0003202,0.0003202
105,5290.23,1.12064,0.58053,1.0338,2.18982,0.89495,0.76263,0.81641,0.48576,1.34737,0.85084,1.42335,0,0.0003136,0.0003136,0.0003136
106,5333.26,1.13114,0.58725,1.03699,2.23659,0.90673,0.77252,0.82713,0.49579,1.30995,0.83114,1.39018,0,0.000307,0.000307,0.000307
107,5438.23,1.13073,0.59563,1.05689,2.22897,0.91035,0.77275,0.82476,0.49233,1.35859,0.8199,1.43897,0,0.0003004,0.0003004,0.0003004
108,5469.52,1.09603,0.56168,1.02614,2.13693,0.90429,0.77925,0.82481,0.50684,1.31497,0.8282,1.41564,0,0.0002938,0.0002938,0.0002938
109,5500.63,1.0953,0.55979,1.027,2.16599,0.90559,0.77579,0.82675,0.50126,1.35872,0.82616,1.45209,0,0.0002872,0.0002872,0.0002872
110,5533.81,1.09885,0.57027,1.0349,2.142,0.90506,0.76424,0.82029,0.4898,1.33107,0.86373,1.40772,0,0.0002806,0.0002806,0.0002806
111,5571.63,1.09775,0.56578,1.01743,2.11544,0.89992,0.77055,0.82031,0.49939,1.31419,0.85296,1.39653,0,0.000274,0.000274,0.000274
112,5604.05,1.11425,0.56063,1.02524,2.09116,0.91815,0.78043,0.83417,0.49453,1.36255,0.84207,1.44458,0,0.0002674,0.0002674,0.0002674
113,5646.47,1.11472,0.57701,1.02704,2.10746,0.91282,0.78078,0.83079,0.50017,1.36248,0.82637,1.44689,0,0.0002608,0.0002608,0.0002608
114,5721.2,1.1006,0.5844,1.04517,2.15212,0.9075,0.76674,0.82221,0.50113,1.32026,0.83188,1.42038,0,0.0002542,0.0002542,0.0002542
115,5760.63,1.10045,0.56379,1.02928,2.10913,0.90284,0.76919,0.82014,0.48845,1.32939,0.83834,1.40676,0,0.0002476,0.0002476,0.0002476
116,5819.81,1.11979,0.56332,1.02529,2.06822,0.91043,0.7752,0.82504,0.48947,1.33671,0.86178,1.41086,0,0.000241,0.000241,0.000241
117,5866.54,1.10321,0.56323,1.02644,2.06659,0.91939,0.78329,0.83392,0.51499,1.2903,0.82735,1.39916,0,0.0002344,0.0002344,0.0002344
118,5897.69,1.08827,0.55003,1.01977,2.03732,0.91353,0.78017,0.82764,0.50468,1.32355,0.83771,1.41502,0,0.0002278,0.0002278,0.0002278
119,5953.31,1.1222,0.56703,1.01,2.04516,0.91138,0.77915,0.82556,0.50748,1.30147,0.84267,1.40168,0,0.0002212,0.0002212,0.0002212
120,5988.84,1.06167,0.54586,1.01673,2.03883,0.91845,0.77579,0.82702,0.50191,1.32905,0.84178,1.41965,0,0.0002146,0.0002146,0.0002146
121,6020.95,1.12591,0.56246,1.00533,2.00779,0.91249,0.78491,0.83211,0.50273,1.33503,0.87386,1.41537,0,0.000208,0.000208,0.000208
122,6107.82,1.09791,0.55834,1.01008,2.0451,0.90196,0.77646,0.82516,0.48862,1.34961,0.85324,1.43293,0,0.0002014,0.0002014,0.0002014
123,6183.39,1.07084,0.54731,1.01579,2.0139,0.91574,0.77446,0.82565,0.50702,1.31815,0.82987,1.41854,0,0.0001948,0.0001948,0.0001948
124,6228.07,1.09476,0.56078,1.03134,2.01815,0.91265,0.78069,0.82988,0.49039,1.40012,0.87083,1.46429,0,0.0001882,0.0001882,0.0001882
125,6264.28,1.06528,0.54512,1.0052,1.97996,0.91181,0.78892,0.83297,0.50908,1.31445,0.84096,1.40112,0,0.0001816,0.0001816,0.0001816
126,6299.77,1.08002,0.54945,1.01427,1.9831,0.91728,0.77826,0.82852,0.5064,1.33202,0.84671,1.42911,0,0.000175,0.000175,0.000175
127,6338.09,1.08003,0.54556,1.021,1.97001,0.91541,0.7798,0.82601,0.50626,1.32013,0.84413,1.41559,0,0.0001684,0.0001684,0.0001684
128,6428.19,1.10229,0.56028,1.02018,1.9896,0.92158,0.78194,0.83207,0.51573,1.31045,0.84307,1.41374,0,0.0001618,0.0001618,0.0001618
129,6459.54,1.07048,0.54579,1.01677,1.95797,0.91615,0.78559,0.83424,0.50638,1.32817,0.82765,1.42049,0,0.0001552,0.0001552,0.0001552
130,6497.69,1.08451,0.55363,1.02178,1.96807,0.91139,0.78723,0.83387,0.50855,1.31026,0.82315,1.4109,0,0.0001486,0.0001486,0.0001486
131,6530.11,1.05461,0.52845,1.00514,1.94422,0.90958,0.77897,0.82822,0.49685,1.33252,0.82648,1.42074,0,0.000142,0.000142,0.000142
132,6592.12,1.08366,0.54217,0.99741,1.92909,0.91337,0.78137,0.82862,0.5045,1.31916,0.83033,1.41729,0,0.0001354,0.0001354,0.0001354
133,6626.19,1.07269,0.54448,1.01832,1.94214,0.91886,0.78541,0.83235,0.50329,1.32795,0.83313,1.41814,0,0.0001288,0.0001288,0.0001288
134,6664.81,1.06735,0.54278,1.01714,1.99264,0.91266,0.77767,0.82723,0.48867,1.3703,0.84317,1.46598,0,0.0001222,0.0001222,0.0001222
135,6698.44,1.06971,0.53872,1.00595,1.9314,0.91693,0.78191,0.83208,0.49893,1.35954,0.84512,1.45139,0,0.0001156,0.0001156,0.0001156
136,6730.61,1.06545,0.53731,1.00787,1.90616,0.91673,0.77955,0.82929,0.4991,1.32704,0.86034,1.4176,0,0.000109,0.000109,0.000109
137,6767.97,1.04872,0.53437,1.00511,1.92465,0.91793,0.78757,0.83505,0.50559,1.32627,0.842,1.41995,0,0.0001024,0.0001024,0.0001024
138,6908.57,1.06283,0.52812,0.99911,1.87738,0.92142,0.77277,0.82954,0.48961,1.37531,0.8434,1.45809,0,9.58e-05,9.58e-05,9.58e-05
139,6994.41,1.07619,0.53554,0.99634,1.87951,0.91863,0.78427,0.83303,0.50663,1.32254,0.83965,1.41622,0,8.92e-05,8.92e-05,8.92e-05
140,7025.8,1.06202,0.5368,0.99734,1.84718,0.91881,0.7779,0.83114,0.49988,1.3319,0.84086,1.4229,0,8.26e-05,8.26e-05,8.26e-05
141,7067.37,0.99407,0.48404,0.99363,1.95556,0.90997,0.7802,0.82635,0.50805,1.30361,0.84039,1.4094,0,7.6e-05,7.6e-05,7.6e-05
142,7098.5,0.99286,0.47139,0.98462,1.89456,0.9193,0.78074,0.82905,0.5109,1.2929,0.8378,1.39776,0,6.94e-05,6.94e-05,6.94e-05
143,7129.76,0.99754,0.47134,0.98445,1.90985,0.92035,0.78121,0.8302,0.50613,1.31647,0.81858,1.41827,0,6.28e-05,6.28e-05,6.28e-05
144,7160.95,0.97372,0.46083,0.97235,1.86875,0.92105,0.78083,0.82891,0.50884,1.30332,0.82794,1.40475,0,5.62e-05,5.62e-05,5.62e-05
145,7191.93,0.97044,0.48751,0.97943,1.83711,0.9233,0.78278,0.83163,0.50822,1.31042,0.83386,1.40638,0,4.96e-05,4.96e-05,4.96e-05
146,7223.06,0.98062,0.46534,0.96856,1.83387,0.92118,0.779,0.831,0.50709,1.30182,0.83792,1.40221,0,4.3e-05,4.3e-05,4.3e-05
147,7254.23,0.97011,0.46051,0.97286,1.82256,0.92102,0.78497,0.83439,0.51205,1.31106,0.82769,1.42135,0,3.64e-05,3.64e-05,3.64e-05
148,7285.3,0.97338,0.46144,0.97814,1.84692,0.92231,0.78147,0.83417,0.51598,1.30412,0.82859,1.41373,0,2.98e-05,2.98e-05,2.98e-05
149,7316.3,0.97422,0.46375,0.9683,1.79477,0.92022,0.78322,0.83241,0.50986,1.31244,0.82486,1.41769,0,2.32e-05,2.32e-05,2.32e-05
150,7347.35,0.99201,0.47432,0.9893,1.81851,0.91938,0.7825,0.83143,0.50863,1.31074,0.82579,1.41452,0,1.66e-05,1.66e-05,1.66e-05
