epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,617.587,2.48479,4.74503,0.01091,0.0185,0.03974,0.00047,0.00012,2.76341,19.6511,0.03778,0.00026,0.00026,0.07426
2,1288.79,2.09491,2.09141,0.00764,0.21955,0.33464,0.16602,0.05965,2.22474,6.14977,0.02744,0.000526502,0.000526502,0.0475265
3,2017.98,2.03173,1.76041,0.0075,0.46605,0.43685,0.38531,0.17185,1.97074,2.35837,0.02417,0.00078944,0.00078944,0.0207894
4,2789.42,1.95118,1.65223,0.00698,0.62365,0.4793,0.50363,0.23921,1.92215,2.03408,0.02251,0.0009802,0.0009802,0.0009802
5,3477.66,1.97117,1.56315,0.00689,0.61451,0.45924,0.4286,0.20321,2.0334,2.18965,0.02497,0.0009736,0.0009736,0.0009736
6,4144.61,1.94549,1.41628,0.00659,0.73557,0.61661,0.6578,0.32493,1.95798,1.89151,0.0255,0.000967,0.000967,0.000967
7,4921.92,1.96052,1.43993,0.00665,0.72046,0.50384,0.57963,0.27364,2.02912,2.43516,0.02511,0.0009604,0.0009604,0.0009604
8,5539.17,1.91386,1.4088,0.00678,0.74151,0.6137,0.66592,0.34345,1.84506,1.55331,0.02165,0.0009538,0.0009538,0.0009538
9,6165.87,1.85229,1.40326,0.0068,0.72317,0.60885,0.63394,0.33853,1.8246,1.55723,0.02262,0.0009472,0.0009472,0.0009472
10,6745.24,1.85154,1.31801,0.00671,0.69331,0.58778,0.63691,0.32405,1.90947,1.61812,0.02365,0.0009406,0.0009406,0.0009406
11,7395,1.87305,1.30964,0.00656,0.80811,0.6469,0.7054,0.34177,1.95028,1.4953,0.02382,0.000934,0.000934,0.000934
12,8137.33,1.87884,1.25991,0.00613,0.78723,0.67248,0.71992,0.37652,1.80522,1.49032,0.02077,0.0009274,0.0009274,0.0009274
13,8827.39,1.87784,1.32957,0.00677,0.65046,0.49275,0.52387,0.24777,2.09999,2.53361,0.02603,0.0009208,0.0009208,0.0009208
14,9419.54,1.90495,1.34508,0.00687,0.7355,0.59294,0.64511,0.33,1.92185,1.56464,0.02386,0.0009142,0.0009142,0.0009142
