epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,154.5,2.16218,2.89685,1.67677,0.32578,0.30128,0.1991,0.08603,1.96636,2.91266,1.59753,6.63537e-05,6.63537e-05,0.0668895
2,297.613,2.08952,2.34737,1.55974,0.39172,0.40594,0.29174,0.12197,1.96557,2.17721,1.59514,0.000129728,0.000129728,0.0336196
3,442.234,2.0317,2.16974,1.51156,0.41744,0.42134,0.32946,0.15586,1.84299,2.0002,1.51747,0.000189803,0.000189803,0.000346297
4,584.64,1.98801,2.06469,1.48906,0.45257,0.45265,0.39831,0.1826,1.83596,1.85776,1.51494,0.00018515,0.00018515,0.00018515
5,726.343,1.95164,1.97107,1.4667,0.50342,0.45776,0.42975,0.1883,1.88522,1.78938,1.56067,0.0001802,0.0001802,0.0001802
6,869.649,1.94886,1.89894,1.43181,0.55311,0.45789,0.43112,0.19618,1.82481,1.69233,1.52482,0.00017525,0.00017525,0.00017525
7,1012.39,1.92764,1.85846,1.43032,0.55755,0.48948,0.48278,0.21565,1.81252,1.67835,1.51563,0.0001703,0.0001703,0.0001703
8,1154.76,1.92414,1.80788,1.42645,0.59029,0.49781,0.50642,0.24256,1.80745,1.61055,1.48603,0.00016535,0.00016535,0.00016535
9,1297.49,1.90683,1.76065,1.39206,0.57462,0.51514,0.51033,0.25534,1.7348,1.61139,1.45161,0.0001604,0.0001604,0.0001604
10,1441.1,1.86541,1.73081,1.39052,0.60358,0.50493,0.49747,0.24061,1.76215,1.55734,1.47045,0.00015545,0.00015545,0.00015545
11,1583.67,1.87562,1.70083,1.39968,0.66195,0.53472,0.52928,0.25829,1.72216,1.53461,1.44572,0.0001505,0.0001505,0.0001505
12,1726.18,1.82669,1.65983,1.39474,0.69187,0.55764,0.5831,0.28824,1.73137,1.5217,1.48118,0.00014555,0.00014555,0.00014555
13,1869.84,1.85573,1.6626,1.38317,0.66792,0.55408,0.56489,0.27752,1.74732,1.53359,1.48618,0.0001406,0.0001406,0.0001406
14,2013.91,1.83359,1.62329,1.38302,0.72605,0.56986,0.60154,0.29613,1.76599,1.44243,1.4894,0.00013565,0.00013565,0.00013565
15,2155.22,1.83061,1.60907,1.37306,0.73399,0.55389,0.57652,0.28233,1.74371,1.45932,1.45588,0.0001307,0.0001307,0.0001307
16,2296.44,1.82159,1.60475,1.38323,0.72604,0.55726,0.60305,0.29976,1.73412,1.44942,1.48052,0.00012575,0.00012575,0.00012575
17,2438.42,1.84187,1.5675,1.35476,0.68767,0.55648,0.58389,0.29572,1.69886,1.41079,1.44084,0.0001208,0.0001208,0.0001208
18,2579.45,1.8102,1.53337,1.34989,0.75243,0.56829,0.60742,0.30509,1.70208,1.39616,1.41484,0.00011585,0.00011585,0.00011585
19,2720.41,1.7795,1.56001,1.37759,0.73838,0.58067,0.62112,0.32267,1.67133,1.38984,1.40616,0.0001109,0.0001109,0.0001109
20,2861.92,1.81933,1.56383,1.36311,0.73205,0.57593,0.60978,0.30636,1.70778,1.39538,1.4388,0.00010595,0.00010595,0.00010595
21,3005.92,1.76436,1.49147,1.33648,0.76178,0.57144,0.61524,0.31617,1.6909,1.36484,1.4313,0.000101,0.000101,0.000101
22,3199.2,1.77502,1.53398,1.36354,0.76609,0.59968,0.63771,0.33141,1.65002,1.34458,1.39324,9.605e-05,9.605e-05,9.605e-05
23,3393.3,1.76725,1.4883,1.34333,0.74516,0.58433,0.61877,0.3183,1.66488,1.37597,1.40683,9.11e-05,9.11e-05,9.11e-05
24,3588.1,1.78731,1.46019,1.31387,0.78294,0.59916,0.64655,0.33895,1.63294,1.30945,1.38721,8.615e-05,8.615e-05,8.615e-05
25,3769.64,1.77791,1.49064,1.34043,0.79117,0.61276,0.65321,0.33454,1.6383,1.32806,1.37829,8.12e-05,8.12e-05,8.12e-05
26,3962.54,1.75192,1.47098,1.34191,0.78965,0.61599,0.65511,0.34018,1.64023,1.31798,1.38988,7.625e-05,7.625e-05,7.625e-05
27,4134.71,1.77411,1.44167,1.31769,0.78823,0.59086,0.63964,0.33448,1.64021,1.29696,1.39088,7.13e-05,7.13e-05,7.13e-05
28,4299.48,1.77509,1.44521,1.31536,0.80434,0.59845,0.65769,0.35262,1.6457,1.28606,1.38374,6.635e-05,6.635e-05,6.635e-05
29,4445.4,1.75495,1.41868,1.3105,0.79487,0.6108,0.65503,0.34221,1.62166,1.27164,1.36228,6.14e-05,6.14e-05,6.14e-05
30,4599.82,1.75346,1.44682,1.33018,0.79553,0.6115,0.65771,0.35171,1.62714,1.26778,1.37916,5.645e-05,5.645e-05,5.645e-05
