epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2883.05,1.70294,1.11663,1.14666,0.83567,0.70026,0.77613,0.42584,1.70766,1.12303,1.45558,0.0007294,0.0007294,0.0007294
43,2912.03,1.72396,1.09394,1.13398,0.83887,0.71041,0.772,0.40619,1.75462,1.12753,1.47841,0.0007228,0.0007228,0.0007228
44,2941.14,1.77553,1.09757,1.13455,0.86337,0.70002,0.7843,0.44176,1.70842,1.13488,1.47369,0.0007162,0.0007162,0.0007162
45,2973.49,1.79809,1.08015,1.1179,0.8378,0.69993,0.7768,0.43117,1.7062,1.14996,1.45061,0.0007096,0.0007096,0.0007096
46,3261.6,1.75895,1.11468,1.13375,0.82117,0.67683,0.74145,0.39546,1.77437,1.14108,1.47452,0.000703,0.000703,0.000703
47,3967.55,1.7652,1.14642,1.15618,0.85158,0.69708,0.77411,0.43855,1.72067,1.1406,1.47877,0.0006964,0.0006964,0.0006964
48,3997.47,1.74229,1.12743,1.1565,0.82461,0.67717,0.74415,0.41682,1.69262,1.25083,1.44012,0.0006898,0.0006898,0.0006898
49,4028.36,1.75887,1.04283,1.11054,0.85183,0.72168,0.79231,0.45588,1.64481,1.10351,1.44008,0.0006832,0.0006832,0.0006832
50,4062.11,1.74252,1.01575,1.10794,0.84574,0.73259,0.79043,0.425,1.71379,1.07929,1.43555,0.0006766,0.0006766,0.0006766
51,4097.18,1.72114,1.00981,1.11121,0.8484,0.7086,0.7833,0.43364,1.70117,1.09697,1.44711,0.00067,0.00067,0.00067
52,4126.09,1.722,1.00527,1.09687,0.85478,0.69625,0.78154,0.42755,1.67012,1.08537,1.41285,0.0006634,0.0006634,0.0006634
53,4158.04,1.73036,1.02348,1.10713,0.8641,0.72682,0.7974,0.44605,1.70685,1.03309,1.44974,0.0006568,0.0006568,0.0006568
54,4186.76,1.698,0.99577,1.10244,0.84709,0.70828,0.77575,0.43207,1.68433,1.08607,1.42864,0.0006502,0.0006502,0.0006502
55,4215.95,1.67587,0.98376,1.12125,0.85349,0.69845,0.7738,0.4194,1.72932,1.10345,1.44979,0.0006436,0.0006436,0.0006436
56,4244.66,1.68847,1.00757,1.12858,0.86536,0.71948,0.79682,0.43908,1.6703,1.06751,1.43129,0.000637,0.000637,0.000637
57,4306.63,1.72938,0.9913,1.10425,0.85272,0.72369,0.79288,0.4375,1.68406,1.10965,1.4355,0.0006304,0.0006304,0.0006304
58,4335.92,1.65503,0.97601,1.11072,0.84222,0.6745,0.7654,0.45332,1.6416,1.1816,1.44178,0.0006238,0.0006238,0.0006238
59,4364.63,1.68856,1.02144,1.1173,0.85547,0.71329,0.78339,0.43106,1.69262,1.09132,1.43076,0.0006172,0.0006172,0.0006172
60,4393.44,1.69669,1.01003,1.12882,0.82435,0.70263,0.76986,0.41806,1.73167,1.23457,1.48384,0.0006106,0.0006106,0.0006106
61,4422.59,1.70689,0.97154,1.10602,0.85673,0.72488,0.78903,0.43958,1.71875,1.06601,1.45742,0.000604,0.000604,0.000604
62,4451.62,1.71692,0.98061,1.10185,0.83402,0.71066,0.76382,0.40247,1.7815,1.07474,1.49528,0.0005974,0.0005974,0.0005974
63,4481.01,1.72287,0.96915,1.08503,0.85623,0.71129,0.79388,0.45993,1.6388,1.05529,1.43439,0.0005908,0.0005908,0.0005908
64,4510.18,1.67418,0.92517,1.08589,0.8349,0.70298,0.7674,0.39062,1.736,1.08991,1.44522,0.0005842,0.0005842,0.0005842
65,4538.93,1.69652,0.96156,1.10547,0.88205,0.70821,0.79385,0.44882,1.68244,1.02829,1.45672,0.0005776,0.0005776,0.0005776
66,4567.67,1.64982,0.94384,1.10496,0.8453,0.71777,0.79024,0.45145,1.65078,1.03496,1.40936,0.000571,0.000571,0.000571
67,4596.16,1.64025,0.91959,1.09785,0.84535,0.70897,0.77374,0.42113,1.71547,1.05533,1.43924,0.0005644,0.0005644,0.0005644
68,4624.83,1.67297,0.93327,1.10087,0.83448,0.72573,0.79297,0.45691,1.64733,1.06489,1.42618,0.0005578,0.0005578,0.0005578
69,4653.7,1.63851,0.90005,1.08401,0.86196,0.71932,0.79884,0.45641,1.65199,1.01869,1.41851,0.0005512,0.0005512,0.0005512
70,4682.6,1.62739,0.9079,1.09007,0.82958,0.70588,0.76733,0.42697,1.69378,1.07475,1.42752,0.0005446,0.0005446,0.0005446
71,4713.18,1.645,0.89463,1.07205,0.83276,0.70699,0.77834,0.43005,1.70281,1.1433,1.43581,0.000538,0.000538,0.000538
72,4742.31,1.67898,0.90702,1.08368,0.86002,0.71368,0.78358,0.41427,1.72799,1.05981,1.42942,0.0005314,0.0005314,0.0005314
73,4770.53,1.62285,0.90381,1.08927,0.87422,0.73476,0.80955,0.45877,1.62939,1.0291,1.40591,0.0005248,0.0005248,0.0005248
74,5295.46,1.66633,0.89257,1.0795,0.86011,0.74035,0.80503,0.46632,1.65602,1.04131,1.44727,0.0005182,0.0005182,0.0005182
75,5447.73,1.61659,0.85352,1.06431,0.86805,0.72427,0.80133,0.44488,1.67817,1.05562,1.43374,0.0005116,0.0005116,0.0005116
